name,FC,log2FC,pval,p_adjust
glgP,0.54122059,-0.88571137,0.234782032,0.524685001
ygjK,1.110047902,0.150621935,0.234615334,0.524685001
yneP,1.040140188,0.056777985,0.234648502,0.524685001
bamD,1.129883278,0.176173743,0.235121969,0.5248393
poxL,1.013214117,0.018939083,0.235323088,0.5248393
ptsA,0.453955631,-1.139376798,0.235040745,0.5248393
rfaZ,1.033581915,0.047652732,0.235308349,0.5248393
ybiP,0.305880168,-1.708961525,0.235369283,0.5248393
gpmA,0.203663547,-2.295740313,0.235638635,0.525208647
queH,0.396314416,-1.335282647,0.236095427,0.525995267
rrp2,1.034888264,0.04947501,0.236229803,0.526063202
mnmE,1.518013724,0.602184834,0.236980892,0.527503841
rfbA,1.662134967,0.733037535,0.237236114,0.527839931
tarJ,1.035470252,0.050286107,0.23742845,0.527868139
ybbA,0.843437451,-0.245647013,0.237457271,0.527868139
nasA,1.626324453,0.701615105,0.237585898,0.52792233
lnt,2.03431754,1.02454489,0.237772671,0.528105616
gltX,0.618958012,-0.69208655,0.238771167,0.529702151
hssS,0.480404166,-1.057679434,0.238805295,0.529702151
mltA,1.273705722,0.349031995,0.238766572,0.529702151
sbnB,0.620929978,-0.687497509,0.238997395,0.529896151
argC,0.056998238,-4.13293887,0.239502767,0.530408187
csuD,0.007979809,-6.969430021,0.239601645,0.530408187
yfhO,0.538364333,-0.893345262,0.239752042,0.530408187
yiaV,0.752348532,-0.410526936,0.239454742,0.530408187
ymcA,0.791195802,-0.337893323,0.239726186,0.530408187
yjfP,1.009979153,0.014325515,0.240314625,0.531420638
pflB,0.722595304,-0.468740217,0.240549894,0.531708715
ydfJ,1.046978647,0.066232019,0.241008213,0.532489351
hofC,1.04858657,0.068445974,0.241528782,0.532995159
selA,1.237348409,0.307251787,0.241552901,0.532995159
trpA,-0.166893866,NA,0.24134634,0.532995159
Z012_09420,1.040155053,0.056798603,0.241862819,0.533446565
ABC-SBP,1.000000002,2.81E-09,0.257439677,0.533485018
CP_0581,1.000000002,2.81E-09,0.257439677,0.533485018
CRM1,1.000000002,2.81E-09,0.257439677,0.533485018
DDX18,1.000000002,2.81E-09,0.257439677,0.533485018
MA20_09405,1.000000002,2.81E-09,0.257439677,0.533485018
MA20_17980,1.000000002,2.81E-09,0.257439677,0.533485018
RHB1,1.000000002,2.81E-09,0.257439677,0.533485018
RPL31B,0.653775591,-0.613132581,0.253851298,0.533485018
RPS25,1.000000002,2.81E-09,0.257439677,0.533485018
RPS7A,1.000000002,2.81E-09,0.257439677,0.533485018
URE2,1.000000002,2.81E-09,0.257439677,0.533485018
VY92_07535,1.000000002,2.81E-09,0.257439677,0.533485018
VY92_07790,1.000000002,2.81E-09,0.257439677,0.533485018
VY92_10015,1.000000002,2.81E-09,0.257439677,0.533485018
XK27_03440,1.000000002,2.81E-09,0.257439677,0.533485018
XK27_05220,1.000000002,2.81E-09,0.257439677,0.533485018
XK27_07925,1.000000002,2.81E-09,0.257439677,0.533485018
XK27_08455,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_01760,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_02360,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_02665,1.02059462,0.029409942,0.245084059,0.533485018
Z012_03065,1.037303652,0.052838279,0.257398572,0.533485018
Z012_03225,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_05125,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_06445,1.02059462,0.029409942,0.245084059,0.533485018
Z012_08260,1.000000002,2.81E-09,0.257439677,0.533485018
Z012_09595,1.000000002,2.81E-09,0.257439677,0.533485018
abgA,1.000000002,2.81E-09,0.257439677,0.533485018
alc,1.000000002,2.81E-09,0.257439677,0.533485018
artM_2,1.000000002,2.81E-09,0.257439677,0.533485018
ascG_1,1.000000002,2.81E-09,0.257439677,0.533485018
bssR,1.000000002,2.81E-09,0.257439677,0.533485018
capE,-0.035522399,NA,0.246809689,0.533485018
chiP,1.000000002,2.81E-09,0.257439677,0.533485018
cmpR,1.000000002,2.81E-09,0.257439677,0.533485018
cmtR,0.707448772,-0.499302412,0.247485326,0.533485018
codA,1.000000002,2.81E-09,0.257439677,0.533485018
copA_2,1.000000002,2.81E-09,0.257439677,0.533485018
cosR,1.000000002,2.81E-09,0.257439677,0.533485018
cpsF,1.000000002,2.81E-09,0.257439677,0.533485018
csiE,1.000000002,2.81E-09,0.257439677,0.533485018
csn1,1.000000002,2.81E-09,0.257439677,0.533485018
dacA3,1.000000002,2.81E-09,0.257439677,0.533485018
darB,1.000000002,2.81E-09,0.257439677,0.533485018
dnaA,-0.210655732,NA,0.244929385,0.533485018
eamA1,1.030705023,0.043631507,0.255093606,0.533485018
eamB,1.038998635,0.055193759,0.247623246,0.533485018
ecsA_3,1.029745912,0.042288399,0.250036004,0.533485018
ectC,1.017865059,0.025546313,0.257471837,0.533485018
engA,1.000000002,2.81E-09,0.257439677,0.533485018
fabK,1.262140826,0.335872891,0.257123119,0.533485018
fadD12,-0.038219088,NA,0.250382899,0.533485018
fat,1.000000002,2.81E-09,0.257439677,0.533485018
fdh,0.845539186,-0.242056478,0.247508813,0.533485018
fdhF,1.000000002,2.81E-09,0.257439677,0.533485018
flgE,1.270171443,0.34502324,0.246580384,0.533485018
ftsI,1.671489195,0.741134029,0.245926044,0.533485018
gcvA,1.057158654,0.080191906,0.253381063,0.533485018
gp36,1.000000002,2.81E-09,0.257439677,0.533485018
gsiA_2,1.000000002,2.81E-09,0.257439677,0.533485018
haeIIIM,1.000000002,2.81E-09,0.257439677,0.533485018
helZ,1.465597384,0.551488834,0.242685209,0.533485018
hflD,1.000000002,2.81E-09,0.257439677,0.533485018
hisX,1.000000002,2.81E-09,0.257439677,0.533485018
hmp,0.683166395,-0.549691084,0.248565896,0.533485018
hpxO,1.000000002,2.81E-09,0.257439677,0.533485018
hrtB,0.692330789,-0.530466587,0.249575012,0.533485018
ilvA,-24.03326542,NA,0.257049364,0.533485018
insH5,1.000000002,2.81E-09,0.257439677,0.533485018
iscX,1.000000002,2.81E-09,0.257439677,0.533485018
lacM,1.000000002,2.81E-09,0.257439677,0.533485018
ldh,0.59644977,-0.745527449,0.249798593,0.533485018
ligA,0.274748799,-1.863814919,0.246321023,0.533485018
lmb,1.024087792,0.034339399,0.25328182,0.533485018
lpsA,1.000000002,2.81E-09,0.257439677,0.533485018
lptA,1.000000002,2.81E-09,0.257439677,0.533485018
manO,1.000000002,2.81E-09,0.257439677,0.533485018
mazF,1.000000002,2.81E-09,0.257439677,0.533485018
metR,1.000000002,2.81E-09,0.257439677,0.533485018
mpp,1.000000002,2.81E-09,0.257439677,0.533485018
msbA,2.666752916,1.415084161,0.248406094,0.533485018
mshB,1.000000002,2.81E-09,0.257439677,0.533485018
msmK,1.000000002,2.81E-09,0.257439677,0.533485018
nlpB,1.254469869,0.327077819,0.256061372,0.533485018
nqrD,1.000000002,2.81E-09,0.257439677,0.533485018
oppDF2,1.000000002,2.81E-09,0.257439677,0.533485018
paeX,0.531948644,-0.910641124,0.242298407,0.533485018
pfkB,1.197523021,0.26005339,0.243730264,0.533485018
phnK,1.000000002,2.81E-09,0.257439677,0.533485018
pi112,1.000000002,2.81E-09,0.257439677,0.533485018
polC,-1.066212388,NA,0.25001359,0.533485018
prmC_2,1.000000002,2.81E-09,0.257439677,0.533485018
ptrB,-0.297222143,NA,0.243617837,0.533485018
ptxS,1.000000002,2.81E-09,0.257439677,0.533485018
puuB,1.000000002,2.81E-09,0.257439677,0.533485018
queD,1.000000002,2.81E-09,0.257439677,0.533485018
racD,1.000000002,2.81E-09,0.257439677,0.533485018
rluD2,1.000000002,2.81E-09,0.257439677,0.533485018
rpl13,1.000000002,2.81E-09,0.257439677,0.533485018
rpoC,1,7.09E-10,0.256830777,0.533485018
rpoD,0.559683072,-0.837317982,0.24598558,0.533485018
rraB,1.000000002,2.81E-09,0.257439677,0.533485018
saeS,1.000000002,2.81E-09,0.257439677,0.533485018
scsA,1.000000002,2.81E-09,0.257439677,0.533485018
sirA,0.653336422,-0.614102027,0.249031519,0.533485018
smtB,1.000000002,2.81E-09,0.257439677,0.533485018
srmB,0.433479897,-1.205963008,0.245256178,0.533485018
tnp1216,1.000000002,2.81E-09,0.257439677,0.533485018
tnpR,1.000000002,2.81E-09,0.257439677,0.533485018
tolR,1.000000002,2.81E-09,0.257439677,0.533485018
tonB,1.000000002,2.81E-09,0.257439677,0.533485018
tonB1,1.000000002,2.81E-09,0.257439677,0.533485018
trbP,1.000000002,2.81E-09,0.257439677,0.533485018
treB,1.000000002,2.81E-09,0.257439677,0.533485018
tuf,0.684204712,-0.547500054,0.246930617,0.533485018
uidA,1.000000002,2.81E-09,0.257439677,0.533485018
vex3,1.174413074,0.231939934,0.243944772,0.533485018
virE,1.000000002,2.81E-09,0.257439677,0.533485018
yaeP,1.000000002,2.81E-09,0.257439677,0.533485018
ybdM,0.401698573,-1.315814758,0.246005188,0.533485018
ybgS,1.000000002,2.81E-09,0.257439677,0.533485018
ybjT,0.249105395,-2.005171829,0.245960297,0.533485018
ycaR,1.000000002,2.81E-09,0.257439677,0.533485018
ycjF,0.848222472,-0.23748539,0.255645202,0.533485018
yckB,1.000000002,2.81E-09,0.257439677,0.533485018
ydhS,1.03889831,0.055054447,0.245946366,0.533485018
yecS,1.000000002,2.81E-09,0.257439677,0.533485018
yeiI,1.000000002,2.81E-09,0.257439677,0.533485018
yfeH,1.000000002,2.81E-09,0.257439677,0.533485018
yfhA,1.000000002,2.81E-09,0.257439677,0.533485018
yfmM,1.000000002,2.81E-09,0.257439677,0.533485018
ygfA,1.413848099,0.499627128,0.248021602,0.533485018
yggL,1.000000002,2.81E-09,0.257439677,0.533485018
yggW,0.602260964,-0.731539341,0.25085773,0.533485018
yhhT,1.000000002,2.81E-09,0.257439677,0.533485018
yhxD,0.78235474,-0.354105183,0.242982266,0.533485018
yicC,0.830616353,-0.26774582,0.242767334,0.533485018
yjeM,1.046472492,0.065534389,0.252746761,0.533485018
yjiA,1.000000002,2.81E-09,0.257439677,0.533485018
yjjL,1.000000002,2.81E-09,0.257439677,0.533485018
ykuL,1.000000002,2.81E-09,0.257439677,0.533485018
ylbE,1.000000002,2.81E-09,0.257439677,0.533485018
ymaB,1.000000002,2.81E-09,0.257439677,0.533485018
yngK,1.082370823,0.114194855,0.245074277,0.533485018
ypeQ,1.000000002,2.81E-09,0.257439677,0.533485018
ytcA,1.000000002,2.81E-09,0.257439677,0.533485018
yunD,1.000000002,2.81E-09,0.257439677,0.533485018
yxiO,1.000000002,2.81E-09,0.257439677,0.533485018
MA20_17975,1.026608726,0.037886429,0.257948114,0.533699569
accC,0.680428148,-0.555485272,0.257753182,0.533699569
bglX,0.43073952,-1.215112398,0.258108962,0.533699569
nrfA,15.98217634,3.998391973,0.25820773,0.533699569
sdhA,0.396914586,-1.333099514,0.258000248,0.533699569
ypjC,1.013126605,0.018814472,0.257971313,0.533699569
nlpD,-0.307835678,NA,0.259005324,0.535129727
alcA,1.056227654,0.07892082,0.259545628,0.535808829
lpdA,0.381441902,-1.39046476,0.259535013,0.535808829
SES1,0.579636071,-0.786780717,0.260259572,0.536586214
uvrD,106.7916734,6.738655354,0.260346036,0.536586214
ybdL,0.283266465,-1.81976828,0.260076249,0.536586214
ylmH,-0.78354928,NA,0.260310211,0.536586214
gph_1,1.035613874,0.050486199,0.260536064,0.536759409
ypfJ,1.206111435,0.270363206,0.260838352,0.537163649
yraP,0.714537239,-0.484918894,0.261054662,0.537390574
citZ,0.738974651,-0.436403219,0.261237543,0.537548524
nt5e,0.640155232,-0.643506306,0.261883178,0.538658169
lpsA2,1.049994248,0.070381424,0.262330553,0.539359286
cdd,0.696317399,-0.522183022,0.262658837,0.539815078
HEM15,0.801362263,-0.319473522,0.262987212,0.540270686
cydC,1.408192556,0.493844621,0.2639138,0.541954372
tap,1.041632848,0.058846849,0.264046939,0.542007984
ArtM,1.008818761,0.012667011,0.31838463,0.543044878
CCA1,1.008353062,0.012000868,0.31838462,0.543044878
CCC2,1.008786848,0.012621372,0.31838463,0.543044878
CCT5,1.009974591,0.014318998,0.318384643,0.543044878
CLU1,1.033044371,0.046902222,0.318384708,0.543044878
CP_0160,1.037265156,0.052784738,0.318384711,0.543044878
DEF1,1.020752412,0.029632976,0.318384691,0.543044878
ECM14,1.022966749,0.032759252,0.318384696,0.543044878
Echdc,1.018772175,0.026831462,0.318384687,0.543044878
FAA2,0.673383027,-0.570500737,0.269292402,0.543044878
FAR11,0.224119466,-2.157660136,0.266651526,0.543044878
HSP82,1.019502889,0.027865864,0.318384689,0.543044878
KRE6,1.00783767,0.011263286,0.318384613,0.543044878
MA20_04725,1.036498922,0.051718616,0.318384711,0.543044878
MA20_06215,1.02306785,0.032901828,0.318384696,0.543044878
MA20_07280,1.365860515,0.449810159,0.274444248,0.543044878
MA20_25080,1.00232516,0.003350603,0.318384319,0.543044878
MDM10,0.687032873,-0.541548965,0.268061485,0.543044878
MDN1,0.53232624,-0.909617411,0.278828779,0.543044878
NSA2,1.016156539,0.023122666,0.318384679,0.543044878
PIS1,1.010528461,0.015109955,0.318384648,0.543044878
POL2,0.814715662,-0.295631452,0.304202732,0.543044878
PRS,0.688630137,-0.538198774,0.30965081,0.543044878
PUS7,0.643755159,-0.635416007,0.304991355,0.543044878
SHY1,0.90327333,-0.146765482,0.316957261,0.543044878
TOP1,0.499655021,-1.000995743,0.283405676,0.543044878
TOP2,1.017449278,0.024956874,0.318384683,0.543044878
TRM5,0.564504614,-0.824942721,0.289127825,0.543044878
UBC4,1.007865349,0.011302907,0.318384617,0.543044878
UTP10,1.245725832,0.316986585,0.273110423,0.543044878
VP2339,1.007585092,0.010901682,0.318384613,0.543044878
VPS13,0.400215548,-1.32115088,0.311052644,0.543044878
VY92_00950,1.010920918,0.015670143,0.318384648,0.543044878
VY92_02660,1.012490953,0.017909017,0.318384662,0.543044878
VY92_07520,1.004614946,0.006642644,0.318384534,0.543044878
VY92_08450,1.02136015,0.030491677,0.318384693,0.543044878
VY92_09105,1.031232486,0.044369617,0.318384707,0.543044878
XK27_00500,1.031745568,0.045087241,0.318384707,0.543044878
XK27_04065,1.023487187,0.033493042,0.318384697,0.543044878
XK27_04800,1.017910826,0.02561118,0.318384684,0.543044878
XK27_04830,0.819008606,-0.288049483,0.285979413,0.543044878
XK27_05435,1.007076268,0.010172946,0.318384599,0.543044878
XK27_05470,1.009890524,0.014198908,0.318384642,0.543044878
XK27_06230,1.030762968,0.043712611,0.318384706,0.543044878
XK27_07020,0.517857602,-0.949372647,0.292969543,0.543044878
XK27_07105,1.035769603,0.050703125,0.31838471,0.543044878
Z012_00440,1.011738576,0.01683656,0.318384654,0.543044878
Z012_01935,1.034341037,0.048711941,0.318384709,0.543044878
Z012_02285,1.008826793,0.012678498,0.318384627,0.543044878
Z012_02640,1.006323206,0.009093738,0.318384584,0.543044878
Z012_02645,1.008170614,0.011739809,0.318384622,0.543044878
Z012_02725,1.009805608,0.014077595,0.318384638,0.543044878
Z012_03045,-2.437165783,NA,0.275651437,0.543044878
Z012_03730,-14.87025744,NA,0.308226199,0.543044878
Z012_04740,1.033400966,0.047400137,0.318384709,0.543044878
Z012_04755,1.008818761,0.012667011,0.31838463,0.543044878
Z012_04860,1.005780471,0.008315446,0.318384574,0.543044878
Z012_05060,1.006323206,0.009093738,0.318384584,0.543044878
Z012_05990,1.014422813,0.020659096,0.318384672,0.543044878
Z012_06670,7.675409888,2.940243796,0.316958217,0.543044878
Z012_08055,1.021262959,0.030354385,0.318384692,0.543044878
Z012_10645,1.016206754,0.023193958,0.318384679,0.543044878
Z012_11825,1.065167564,0.091080401,0.28901024,0.543044878
Z012_12095,1.014422813,0.020659096,0.318384672,0.543044878
abfD,1.005450622,0.007842233,0.318384558,0.543044878
acoA,1.158525555,0.212289868,0.272779883,0.543044878
actF,1.014403219,0.020631229,0.318384669,0.543044878
adcR,1.013060941,0.018720962,0.318384662,0.543044878
adhE2,1.556818797,0.638601034,0.306590798,0.543044878
aftD,1.017910826,0.02561118,0.318384684,0.543044878
aglA,1.018987846,0.027136843,0.318384687,0.543044878
aidB,1.006973517,0.010025742,0.318384602,0.543044878
ais,1.04002187,0.056613866,0.318384713,0.543044878
alaP,1.013822884,0.019805634,0.318384666,0.543044878
algX,1.039899898,0.05644466,0.318384713,0.543044878
alkD,1.004169379,0.006002637,0.318384504,0.543044878
alkM,1.014181688,0.020316131,0.31838467,0.543044878
alsS,1.016447593,0.023535833,0.31838468,0.543044878
amyX,1.013685542,0.01961018,0.318384666,0.543044878
anK3,1.020752412,0.029632976,0.318384691,0.543044878
aphA1,1.031875942,0.045269533,0.318384707,0.543044878
araD,1.03638639,0.051561975,0.318384711,0.543044878
araG,1.012165168,0.017444732,0.31838466,0.543044878
arcT,1.004922965,0.007084912,0.318384539,0.543044878
arfA,1.011569641,0.016595646,0.318384656,0.543044878
argK,1.030028961,0.042684902,0.318384705,0.543044878
aroM,1.025815477,0.036771244,0.3183847,0.543044878
arsO,1.022296928,0.031814291,0.318384695,0.543044878
asbA,0.57764813,-0.791737141,0.27887734,0.543044878
aspA,146.9168783,7.198856336,0.284902564,0.543044878
atzF,1.013198758,0.018917213,0.318384664,0.543044878
avrBs2,1.012754375,0.018284318,0.318384663,0.543044878
azoR,1.043828411,0.061884575,0.318384715,0.543044878
bepE_2,1.025343836,0.03610778,0.3183847,0.543044878
bepF,1.016849322,0.024105915,0.318384681,0.543044878
betB,0.47592229,-1.071202071,0.315954687,0.543044878
bfrA,1.010536057,0.0151208,0.318384645,0.543044878
bioM,1.032871256,0.046660438,0.318384708,0.543044878
bioY2,1.006237198,0.008970429,0.318384582,0.543044878
bkdA,1.012024604,0.017244365,0.318384656,0.543044878
bkdR,1.025455539,0.036264941,0.3183847,0.543044878
bmpD,1.014031518,0.020102495,0.318384668,0.543044878
bsaA,1.041585645,0.05878147,0.318384714,0.543044878
carD,1.003178515,0.004578355,0.318384433,0.543044878
cas2,1.028489145,0.040526567,0.318384704,0.543044878
cbbQ,1.016308638,0.023338594,0.318384679,0.543044878
cbiC,1.00748337,0.010756025,0.318384607,0.543044878
cbiX,1.740753708,0.799712097,0.312430303,0.543044878
cc4,1.005789538,0.008328452,0.318384575,0.543044878
ccmE,1.010235265,0.014691309,0.318384642,0.543044878
ccsA,1.003146594,0.004532448,0.318384431,0.543044878
cdsA,0.378205491,-1.402757787,0.31589988,0.543044878
ceoB,1.005257214,0.007564689,0.318384552,0.543044878
ceoC,0.681668476,-0.552857828,0.313758995,0.543044878
cigR,1.026349284,0.037521788,0.318384701,0.543044878
clcA_1,1.011986296,0.017189753,0.318384658,0.543044878
clvF,1.034853416,0.049426428,0.272388944,0.543044878
cna,1.011442763,0.016414681,0.318384655,0.543044878
cobD_2,1.008818761,0.012667011,0.31838463,0.543044878
cobZ,1.099842437,0.137296859,0.31324029,0.543044878
comGC,1.002821661,0.004065064,0.318384393,0.543044878
comX,1.042213737,0.059651175,0.318384714,0.543044878
cox3,1.04002187,0.056613866,0.318384713,0.543044878
csn2,1.010832552,0.01554403,0.31838465,0.543044878
cspB,1.008202273,0.011785111,0.318384618,0.543044878
ctfA,1.023052899,0.032880745,0.26899233,0.543044878
cueR,1.007812758,0.011227625,0.318384617,0.543044878
cusA_1,1.027322388,0.03888899,0.318384702,0.543044878
cvfB,1.007172154,0.010310302,0.318384601,0.543044878
cynR,1.01373402,0.019679172,0.318384668,0.543044878
cyoA,1.027710471,0.039433882,0.318384703,0.543044878
cysQ,0.426861386,-1.228160433,0.305222642,0.543044878
dapH,0.673198112,-0.570896964,0.289576615,0.543044878
dciAE,1.03638639,0.051561975,0.318384711,0.543044878
dcuA,1.152656666,0.204962851,0.309449328,0.543044878
dcuS,1.032895782,0.046694695,0.318384708,0.543044878
degT,1.008173046,0.011743289,0.318384619,0.543044878
dfrA,1.019326379,0.027616063,0.318384688,0.543044878
dgt,0.376036253,-1.411056337,0.267958099,0.543044878
dhbA,1.008332686,0.011971715,0.31838462,0.543044878
dinB_2,1.15272645,0.205050192,0.313417454,0.543044878
dinF,-0.04242498,NA,0.274438113,0.543044878
dme,1.024945547,0.035547265,0.318384699,0.543044878
dmsB,1.016774034,0.023999093,0.318384681,0.543044878
dpnA,1.013954538,0.019992969,0.318384667,0.543044878
dppB,1.021603116,0.03083483,0.318384693,0.543044878
drgA,0.637324647,-0.64989964,0.287563571,0.543044878
dxs2,1.010696299,0.015349551,0.318384649,0.543044878
dys1,1.009677292,0.013894259,0.318384637,0.543044878
ecnB,1.022388781,0.03194391,0.318384695,0.543044878
eda,1.008099252,0.011637686,0.318384621,0.543044878
efeO,1.005097431,0.007335358,0.318384546,0.543044878
epsD,1.013574415,0.019452013,0.318384668,0.543044878
epsK,0.814573015,-0.295884073,0.29739352,0.543044878
etfA,1.15492356,0.207797369,0.306447152,0.543044878
etfA1,1.003146594,0.004532448,0.318384431,0.543044878
exbD,1.019098624,0.027293675,0.318384688,0.543044878
exbD1,0.594307429,-0.750718679,0.306424669,0.543044878
ezrA,1.250927556,0.322998242,0.273211455,0.543044878
fabG3,1.006829101,0.009818821,0.318384594,0.543044878
fchA,1.018602454,0.026591097,0.318384686,0.543044878
fdxH,1.012700615,0.018207733,0.318384663,0.543044878
feoA,0.598120024,-0.741493077,0.28449899,0.543044878
fhaA,1.08958576,0.123779754,0.29170894,0.543044878
fhuC_2,1.040740855,0.057610882,0.318384714,0.543044878
fliC,1.023406674,0.033379546,0.318384697,0.543044878
floL,1.07497862,0.104307967,0.318384724,0.543044878
fmu,0.432361355,-1.209690516,0.270042569,0.543044878
focA,1.012782293,0.018324086,0.318384661,0.543044878
fprA2,1.008265827,0.011876052,0.318384623,0.543044878
frdA,-1.307165215,NA,0.304919436,0.543044878
frnE,1.039461982,0.055836993,0.318384713,0.543044878
ftcD,1.015465944,0.022141856,0.318384676,0.543044878
ftn,1.04375992,0.061789909,0.318384715,0.543044878
ftsH,0.445352807,-1.166979407,0.275587486,0.543044878
ftsN,1.012165168,0.017444732,0.31838466,0.543044878
furR,1.005418456,0.007796078,0.318384559,0.543044878
gbd1,1.036621639,0.051889414,0.318384711,0.543044878
gcd,0.044151735,-4.501386067,0.316823454,0.543044878
gcdH,1.031339921,0.044519911,0.318384707,0.543044878
gdhB,1.029382356,0.041778959,0.318384705,0.543044878
gerE,1.010342314,0.014844175,0.318384646,0.543044878
gipA,1.387326924,0.4723078,0.285074163,0.543044878
glcC,1.032018162,0.04546836,0.318384707,0.543044878
glnD,1.097544087,0.134278892,0.304990117,0.543044878
glnII,1.048319028,0.068077829,0.318384717,0.543044878
glnQ,1.618038444,0.694245886,0.31461041,0.543044878
glpD,-2.776737728,NA,0.316066725,0.543044878
glpG,1.006751754,0.009707986,0.318384598,0.543044878
glpK_1,1.02904525,0.041306422,0.318384704,0.543044878
glsA,0.617245828,-0.696082915,0.269879116,0.543044878
gltD,0.168036029,-2.5731575,0.293620268,0.543044878
gluB,1.007258086,0.010433387,0.318384603,0.543044878
gmuB_1,1.02827712,0.040229122,0.318384703,0.543044878
gno2,1.01365351,0.019564591,0.318384668,0.543044878
gnpA,1.56220759,0.643586175,0.294002729,0.543044878
gppA,1.009043668,0.012988611,0.318384633,0.543044878
graR,0.681899541,-0.552368881,0.299949372,0.543044878
grdC,1.011434971,0.016403567,0.318384655,0.543044878
gsaB,0.818566648,-0.288828208,0.317795136,0.543044878
gspG,1.04229075,0.059757778,0.318384714,0.543044878
gspN,1.041869107,0.05917404,0.318384714,0.543044878
gst6,1.044249474,0.062466416,0.318384715,0.543044878
gtf1,-3.646897234,NA,0.269518209,0.543044878
gumB,1.02830806,0.040272532,0.318384703,0.543044878
gutQ,1.042178729,0.059602714,0.318384714,0.543044878
hbhA,1.014010289,0.020072291,0.31838467,0.543044878
hchA,1.012123175,0.017384876,0.318384659,0.543044878
hdrA,1.009833176,0.01411698,0.318384641,0.543044878
helD,1.014578479,0.020880463,0.318384672,0.543044878
helY,-0.469776375,NA,0.290180977,0.543044878
hexA,1.021867364,0.03120795,0.318384694,0.543044878
hfq,1.004572533,0.006581734,0.318384524,0.543044878
himD,1.007634928,0.010973037,0.318384609,0.543044878
hisG,1.122338438,0.166507783,0.286840165,0.543044878
hisZ,1.035430346,0.050230506,0.31838471,0.543044878
hpaA,1.087354323,0.12082213,0.27666818,0.543044878
hpaI,1.037269073,0.052790186,0.266972429,0.543044878
hpk2,1.014802711,0.021199278,0.318384673,0.543044878
hprA,1.005780471,0.008315446,0.318384574,0.543044878
hprK,1.087950995,0.121613575,0.27560443,0.543044878
hslR,0.240974714,-2.053046326,0.269751757,0.543044878
hsrA_1,1.013693586,0.019621628,0.318384668,0.543044878
hupB2,1.035430346,0.050230506,0.31838471,0.543044878
iadA,1.011505675,0.016504414,0.318384655,0.543044878
ibrB,1.016751649,0.02396733,0.318384681,0.543044878
icaC,1.010090094,0.014483978,0.31838464,0.543044878
iclR,1.014341059,0.020542821,0.318384671,0.543044878
icmB,1.053091117,0.074630268,0.318384719,0.543044878
iolI,0.566996681,-0.818587803,0.273796228,0.543044878
isaB,0.529063967,-0.918485932,0.274510716,0.543044878
isdF,1.09784146,0.134669729,0.308919497,0.543044878
isplu5A,1.003146594,0.004532448,0.318384431,0.543044878
iucD,1.016849322,0.024105915,0.318384681,0.543044878
iunH3,1.017365459,0.024838018,0.318384683,0.543044878
kefC_1,1.02830806,0.040272532,0.318384703,0.543044878
lacA,1.034028543,0.04827601,0.318384709,0.543044878
lacF,1.00783767,0.011263286,0.318384613,0.543044878
lag1,1.003284029,0.00473009,0.318384441,0.543044878
lap,1.004437564,0.006387889,0.31838452,0.543044878
licD2,1.034028543,0.04827601,0.318384709,0.543044878
licD3,1.003732936,0.005375462,0.318384477,0.543044878
lmrA,0.606924236,-0.720411664,0.278697002,0.543044878
lmrA2,0.121249851,-3.043945115,0.283696565,0.543044878
lpqU,1.005960409,0.008573528,0.318384574,0.543044878
lspG,1.003146594,0.004532448,0.318384431,0.543044878
lsrB_2,1.010368302,0.014881283,0.318384646,0.543044878
luxI,1.037126898,0.052592426,0.318384711,0.543044878
lvhB6,1.048210306,0.067928199,0.318384717,0.543044878
lysC,0.656239404,-0.607705872,0.288806526,0.543044878
macB,-0.377890853,NA,0.310375147,0.543044878
malF,1.880741856,0.911301843,0.312739813,0.543044878
malI,1.013234913,0.018968694,0.318384666,0.543044878
malM,1.006143715,0.008836391,0.318384584,0.543044878
mazE,1.003146594,0.004532448,0.318384431,0.543044878
mbeC,1.020752412,0.029632976,0.318384691,0.543044878
merR2,1.032598509,0.04627942,0.318384708,0.543044878
metK,0.482020256,-1.052834321,0.26877366,0.543044878
metN3,1.009853009,0.014145314,0.318384641,0.543044878
metP_2,1.007076268,0.010172946,0.318384599,0.543044878
mglB2,1.022736309,0.032434224,0.318384695,0.543044878
mglC,0.851699501,-0.23158359,0.308699851,0.543044878
mgtE,-1.747845378,NA,0.269330789,0.543044878
mlaF,1.041135051,0.058157221,0.318384714,0.543044878
mmsR,1.018200188,0.026021237,0.318384685,0.543044878
mnhF,1.004238114,0.006101387,0.318384508,0.543044878
moaB,1.018772175,0.026831462,0.318384687,0.543044878
moaD,1.043523822,0.061463536,0.318384715,0.543044878
modD,0.876079022,-0.190867089,0.273054995,0.543044878
modG,1.045879294,0.064716358,0.318384716,0.543044878
moeB,-0.439348766,NA,0.277552581,0.543044878
moz,1.009588075,0.013766775,0.318384639,0.543044878
mppA,1.009407706,0.013509005,0.318384637,0.543044878
mreB,-0.179561391,NA,0.305877783,0.543044878
mrpC,1.01125821,0.016151415,0.318384653,0.543044878
mshQ,1.007585092,0.010901682,0.318384613,0.543044878
msrR,0.669808292,-0.578179859,0.304176481,0.543044878
