name,FC,log2FC,pval,p_adjust
truB,0.710176507,-0.493750459,0.784422841,0.878947916
whiA,1.487463302,0.572854075,0.784764947,0.878947916
DPL1,0.909102847,-0.137484579,0.785433787,0.879380212
ybbD,1.023218713,0.033114554,0.786617314,0.880510628
purR,1.27504073,0.350543334,0.786826162,0.880549765
XK27_00515,0.983028,-0.024695585,0.787258683,0.880839145
WQ51_02910,0.983041113,-0.024676341,0.788221084,0.881038328
desR,1.023968162,0.034170858,0.788079478,0.881038328
fba,0.940974562,-0.087772373,0.788480589,0.881038328
lysA,0.616209969,-0.698506073,0.788382547,0.881038328
pnuC,1.296401949,0.374513095,0.787641471,0.881038328
yabM,1.021207748,0.030276389,0.788093319,0.881038328
WQ51_01275,1.027280857,0.038830666,0.789102503,0.881149962
hldD,0.962071156,-0.055784494,0.788930381,0.881149962
mutR,1.188323137,0.248927197,0.789028825,0.881149962
asnA,1.126904775,0.172365612,0.789387871,0.88127429
GSH2,1.018301521,0.02616481,0.790825124,0.882489738
ygbL,0.938173866,-0.092072782,0.79072691,0.882489738
yciK,0.864750149,-0.209644738,0.791358257,0.882890111
mrnC,1.061398857,0.0859669,0.791588848,0.882952848
fliD,1.169240618,0.225571852,0.791956824,0.88316456
purQ,1.051335182,0.072222697,0.792179209,0.88316456
yaaO,1.037109102,0.052567671,0.792301856,0.88316456
urtB,1.060575379,0.084847162,0.792531429,0.883226047
gsiA,1.088351889,0.122145088,0.792764231,0.883291104
rne,1.141419153,0.190828677,0.793473626,0.883692642
ybhF_2,0.963460938,-0.053701919,0.793415705,0.883692642
oppD,1.066759933,0.093235544,0.793911379,0.883985758
VPS15,0.942991632,-0.084683126,0.794152257,0.88405958
clpV,0.952473194,-0.070249604,0.795583926,0.884680941
cvrA,0.963403885,-0.053787353,0.795404372,0.884680941
guaA,0.773396963,-0.370718995,0.79503562,0.884680941
sufS,0.782868868,-0.353157422,0.795540793,0.884680941
yfiC,0.875601903,-0.191653005,0.795563557,0.884680941
hemC,0.39966272,-1.32314509,0.795813435,0.884741874
metB,0.947469652,-0.077848361,0.796194443,0.884971172
ibrA,0.962428838,-0.055248223,0.796380173,0.884983366
flhF,0.964632348,-0.051948905,0.796643228,0.885081462
nosR,1.018482927,0.026421797,0.797344333,0.88566609
emrB,1.329752361,0.411157598,0.797730132,0.885900304
dhaR,0.887618147,-0.171988932,0.798051431,0.886062803
pflD,0.954856093,-0.066644776,0.798287188,0.886130277
rpoB,0.964342156,-0.052382978,0.798989138,0.886520814
yggT,0.958628719,-0.060955934,0.798931666,0.886520814
rpsM,0.933907496,-0.098648437,0.799289883,0.886658455
smf,0.880353952,-0.18384441,0.79946337,0.886658455
lctP,1.047798748,0.067361643,0.799720819,0.886749776
yrrM,0.983561711,-0.023912522,0.801444289,0.888466261
fhs,0.583120957,-0.778132921,0.801849706,0.888721145
IV02_06045,0.947764455,-0.07739954,0.80400566,0.890814629
gmhA,0.420464647,-1.249943593,0.804090377,0.890814629
Z012_12045,0.845688739,-0.241801326,0.804862014,0.891474461
trpE,1.893035201,0.920701238,0.80546431,0.891946483
tyrP-B,1.040953259,0.05790529,0.806849205,0.893284734
pncB,-0.16116832,NA,0.807619998,0.89394266
gpmI,1.599643163,0.677750115,0.808163744,0.89425008
ugd2,0.896272694,-0.157990351,0.808250912,0.89425008
sauU,0.898148518,-0.154974065,0.808612005,0.894454171
ENP2,0.96121984,-0.057061668,0.809385274,0.894777247
rnj,0.142278087,-2.813214616,0.809120075,0.894777247
sepF,1.02353385,0.033558815,0.809434156,0.894777247
cshA,0.787102725,-0.345376161,0.810069963,0.894944867
kdpE,1.017836872,0.02550636,0.809992428,0.894944867
yoaE,0.973937562,-0.038098809,0.81011597,0.894944867
ESP1,0.941606453,-0.086803888,0.81053512,0.895212617
nuoE,0.958164959,-0.061654041,0.810829394,0.895342357
icc,1.787802095,0.838187043,0.811614026,0.896013392
polX,0.978350737,-0.031576334,0.812291014,0.896565322
IV02_03800,0.974027281,-0.037965915,0.813172497,0.897121355
amiB,-0.109150251,NA,0.813326252,0.897121355
telA1,1.024043292,0.034276708,0.813311576,0.897121355
LSC2,0.884119881,-0.177686092,0.813647238,0.897191538
nirK,0.894934696,-0.160145683,0.813921391,0.897191538
sdh,1.205720287,0.269895258,0.813870153,0.897191538
kch,0.875673734,-0.191534657,0.814299021,0.897412458
csdA,0.93883917,-0.09105006,0.814877182,0.897671746
dtd,0.858424495,-0.220236851,0.815056093,0.897671746
rmuC,0.851278417,-0.232297041,0.815143797,0.897671746
tyrB,1.111322905,0.152278066,0.815243357,0.897671746
sirR,1.219840541,0.28669257,0.815855091,0.89815004
ybaL,0.912194256,-0.132587009,0.816086391,0.898209408
dpm1,1.196949459,0.259362236,0.816883697,0.898891578
rpmG,0.401021692,-1.318247818,0.817221248,0.899067651
Z012_03590,0.594251748,-0.750853853,0.817524713,0.899206157
fadE19,0.978548003,-0.031285471,0.817969623,0.899470169
gsiA_3,0.877346427,-0.188781481,0.818297605,0.899470169
malA,1.015976037,0.022866375,0.81817277,0.899470169
cinA,1.212671646,0.278188966,0.818534005,0.899534766
dus2,0.946632055,-0.079124319,0.818931402,0.899603081
mrcA,1.180668464,0.239603907,0.818951462,0.899603081
oppB,0.915574771,-0.127250385,0.819642757,0.89997946
rumA,0.702085398,-0.510281573,0.81964954,0.89997946
XK27_04395,0.728416596,-0.457164303,0.821388016,0.901106784
appF,0.974555349,-0.03718397,0.821338035,0.901106784
efp,1.125465818,0.170522241,0.821217541,0.901106784
pldA,1.151801431,0.203892019,0.821228223,0.901106784
MA20_02330,0.94733692,-0.078050484,0.821967804,0.901547533
RPS3,0.779191916,-0.359949385,0.82356618,0.902458905
argD,0.967735609,-0.047315147,0.823689783,0.902458905
coiA,1.015989419,0.022885377,0.823657475,0.902458905
nqrC,1.06044832,0.084674315,0.822992424,0.902458905
trpI,0.886469043,-0.173857845,0.823556739,0.902458905
spoU2,1.015628494,0.022372776,0.825345247,0.904077077
betL,1.049820098,0.070142122,0.826027791,0.904377765
tcyB,1.031094464,0.044176512,0.826077676,0.904377765
wecA,1.079286273,0.11007758,0.826155518,0.904377765
fruK,0.910203587,-0.135738822,0.826645709,0.904718797
ccs,0.904319981,-0.145094754,0.827779968,0.905764425
SEC65,0.985824425,-0.020597369,0.828347235,0.906189328
opsX,1.225278745,0.293109992,0.82893827,0.906640043
kdsA,-1.067770911,NA,0.82951739,0.907077534
queG,1.129629371,0.175849505,0.830172543,0.907427856
smpB,0.920379959,-0.119698526,0.830290851,0.907427856
yhdH,1.016011345,0.022916512,0.830375333,0.907427856
KGD1,1.029332604,0.04170923,0.830613851,0.907492674
asnB,0.929179084,-0.105971415,0.830991172,0.90770908
selB,0.698558174,-0.51754783,0.831407201,0.907967665
pheT,0.959917863,-0.05901713,0.832374069,0.908631663
sugR,1.040630712,0.057458191,0.832367703,0.908631663
yjjN,0.958586701,-0.06101917,0.83274157,0.90883692
dxr,-0.200315758,NA,0.83325099,0.909024023
p40,1.020531954,0.029321355,0.833272021,0.909024023
fbpB,1.064368333,0.089997493,0.83440474,0.909535825
fliF,0.773469384,-0.370583908,0.834459605,0.909535825
ilvG,3.453494343,1.78805686,0.834338049,0.909535825
prkC,1.164738453,0.220006028,0.834209873,0.909535825
covS,0.979123075,-0.030437878,0.835382856,0.910045012
rsfS,0.892043007,-0.164814828,0.835645597,0.910045012
truD,1.167845558,0.223849498,0.835641808,0.910045012
yeaV,0.895422041,-0.159360264,0.835393996,0.910045012
pulA,0.902901773,-0.14735905,0.835997204,0.910232173
dnaB,0.943263148,-0.08426779,0.836672045,0.910568412
tdk,0.911198566,-0.134162619,0.836845456,0.910568412
trpD,1.848604607,0.886436684,0.836571281,0.910568412
ECM39,0.97380297,-0.038298195,0.837325887,0.910895444
XK27_09615,0.902623658,-0.147803502,0.837668481,0.911006725
troA,0.775125763,-0.36749769,0.837787978,0.911006725
fprA,1.587984758,0.667197065,0.838103386,0.911154046
acnA,0.267718355,-1.90121204,0.838356104,0.911233164
gyrA2,1.095872387,0.132079808,0.839172282,0.911924557
bmrU,0.957111532,-0.063241044,0.840264991,0.912439888
ispE,1.271723586,0.346785129,0.840372704,0.912439888
rimK,1.032102417,0.045586138,0.840547408,0.912439888
uvrC,0.88160058,-0.181802922,0.839960628,0.912439888
yfiP,0.972140584,-0.040763134,0.840046627,0.912439888
sodC,0.94051865,-0.088471543,0.841406417,0.913176618
alaA,0.932682563,-0.100541949,0.841656515,0.913252323
licD4,0.986701036,-0.019315071,0.841974684,0.913401842
copB,1.174526397,0.232079138,0.842966597,0.914086262
glgE,0.931788013,-0.101926323,0.842909051,0.914086262
fecA,1.058637717,0.08220896,0.843276119,0.914226133
livH,1.171069378,0.227826549,0.844196453,0.915028004
lon,1.111859053,0.152973913,0.844405338,0.915058556
Z012_09000,-6.027578029,NA,0.845876478,0.915069761
cobT,0.976365607,-0.034506619,0.846660414,0.915069761
cysB,0.87293861,-0.196047896,0.846820134,0.915069761
dcm,1.051667621,0.072678813,0.846359428,0.915069761
gltP,0.923526888,-0.114774129,0.846251658,0.915069761
metC1,0.987356505,-0.018357002,0.845582985,0.915069761
metG,0.922124662,-0.116966293,0.846419702,0.915069761
nirC_1,1.033744622,0.047879824,0.846290702,0.915069761
pdxA,1.351708682,0.434784258,0.845308432,0.915069761
ruvA,0.924228424,-0.113678636,0.846945492,0.915069761
sufD,0.776689762,-0.364589645,0.846477766,0.915069761
ulaA,0.947431036,-0.077907162,0.845725721,0.915069761
yejM,1.049608743,0.069851642,0.845146656,0.915069761
ytgP,4.326848256,2.113316526,0.846715083,0.915069761
corC,1.045465092,0.064144892,0.848242708,0.915494688
hisI,0.954286553,-0.067505551,0.848102236,0.915494688
hpaE,0.970399468,-0.043349335,0.848182661,0.915494688
ribA,0.920188437,-0.119998767,0.847809106,0.915494688
yhjG,0.987190234,-0.018599973,0.848182133,0.915494688
galR,1.48799176,0.573366537,0.848654518,0.915708451
rsmE,0.912073509,-0.132777991,0.84898325,0.915708451
spk1,0.837894809,-0.255158958,0.848929259,0.915708451
yqeG,0.948543897,-0.076213554,0.84933646,0.915894343
pmt,1.023268768,0.033185127,0.849528581,0.91590648
yjbO,0.909075944,-0.137527274,0.849958679,0.916175127
exuR,1.013860731,0.019859491,0.850169082,0.916206902
gyrA,0.930306492,-0.104222,0.850594384,0.916470204
hrp3,1.029493576,0.041934828,0.851627555,0.917388202
miaB,0.932129344,-0.101397936,0.852607756,0.918248761
bglA,1.060090475,0.084187399,0.8533606,0.9187101
rfaG,0.881176729,-0.182496699,0.853398955,0.9187101
cysE,1.021399084,0.03054667,0.853911492,0.918954789
recO,0.501930251,-0.994441197,0.854170654,0.918954789
yggG_1,1.017259675,0.024688001,0.854083979,0.918954789
lanR,1.013663389,0.019578651,0.854679144,0.919306539
ppc,1.209968915,0.274969985,0.855962641,0.920491572
aspB,0.82832068,-0.271738687,0.856336629,0.920574986
rnfG,0.674107164,-0.568950137,0.856403783,0.920574986
lppS,0.972167865,-0.040722649,0.856984896,0.920808723
petB,1.066728819,0.093193464,0.856835122,0.920808723
btuB,1.040724905,0.057588771,0.857869596,0.921563775
acpP,0.923252579,-0.115202708,0.858197859,0.921700524
ttrA,0.880872868,-0.182994277,0.858360914,0.921700524
treR,1.037484698,0.053090058,0.859129341,0.922330079
gluD,1.024509911,0.03493394,0.859503851,0.922370889
phtE,1.012632251,0.018110338,0.85953164,0.922370889
mvaD,1.012429593,0.017821583,0.860551507,0.923269668
apaH,1.106965237,0.146609917,0.86126438,0.923838768
tatD,0.963426251,-0.05375386,0.862664042,0.924948276
trkH,1.165662404,0.221150019,0.862505931,0.924948276
icaA,1.008679777,0.012468238,0.862874536,0.924978122
walR,0.972962188,-0.039544356,0.863201094,0.925132347
scpA,1.158664603,0.212463012,0.863544544,0.925304606
JD73_18850,1.033806387,0.04796602,0.864054831,0.925655525
ppx1,1.034880614,0.049464345,0.864373272,0.925800815
gmuD,0.988638291,-0.01648531,0.864666009,0.925877389
ramA,0.857934223,-0.221061052,0.864810437,0.925877389
tex,0.832086459,-0.265194653,0.865043453,0.925931102
nrpS2,1.009483487,0.013617312,0.865356883,0.926070849
gpmB,0.89165169,-0.165447842,0.865752146,0.926199322
punA,0.956840164,-0.063650146,0.865842731,0.926199322
luxS,0.959849699,-0.05911958,0.866228583,0.926220765
rnc,0.929150638,-0.106015583,0.866086278,0.926220765
tlg2,0.972449359,-0.040304972,0.866564666,0.926302693
ygcS,1.029874355,0.042468339,0.866671042,0.926302693
thiF,0.967423728,-0.047780172,0.867074684,0.926538552
clpX,0.962120337,-0.055710745,0.86735703,0.926559051
ptsO,1.016993671,0.024310701,0.867459806,0.926559051
engB,1.527373896,0.611053272,0.868654623,0.927639606
butA,0.98274707,-0.025107938,0.869073106,0.92789083
Z012_10700,1.060950077,0.085356772,0.869449727,0.928097264
nuoM,1.060370117,0.084567919,0.869691812,0.928160028
rnhB,-0.00349783,NA,0.869953576,0.928243765
PHM7,0.979415646,-0.030006852,0.870468999,0.928598065
groL,1.055824051,0.078369435,0.872045429,0.929692222
malZ,0.987027473,-0.018837853,0.871939767,0.929692222
nuoL,1.136311901,0.184358888,0.872022468,0.929692222
paaK,0.924816749,-0.112760568,0.872516742,0.929998902
VP2743,0.991054979,-0.012963002,0.872732548,0.93003317
cspR,1.065219497,0.09115074,0.873369534,0.930516162
bga,0.899383522,-0.152991642,0.873792858,0.930655652
oppC4,1.01522305,0.02179673,0.873868014,0.930655652
rnz,1.106428448,0.145910157,0.874170665,0.930782222
sulP,0.777200852,-0.363640613,0.875182062,0.931663225
yihI,0.963369121,-0.053839414,0.875558506,0.931868069
ptpA,0.978178453,-0.03183041,0.875918794,0.931888752
rplF,1.030792038,0.043753299,0.875945983,0.931888752
agcS_1,0.956886001,-0.063581036,0.877150135,0.932973805
flgG,0.988560462,-0.016598888,0.877454832,0.933101905
ddpX,1.021714271,0.030991793,0.87819219,0.933689954
kbl,0.63433987,-0.656672072,0.879316969,0.934284547
mviN,1.039622255,0.056059423,0.879489422,0.934284547
oppB1,0.986231463,-0.020001816,0.879415541,0.934284547
porB,1.115141235,0.157226442,0.879314346,0.934284547
ydiF,0.978804413,-0.030907488,0.87985226,0.934473961
pyrH,-2.821382338,NA,0.880334286,0.934789857
yhiN,1.029740212,0.042280414,0.880553566,0.934826679
lacD,1.114221428,0.156035967,0.880740004,0.934828627
TRM1,0.978167616,-0.031846392,0.881238918,0.935162171
pabB,0.764596194,-0.387230076,0.882424963,0.936107037
rfe,0.936602333,-0.094491463,0.882499012,0.936107037
murF,0.921658828,-0.11769529,0.882687022,0.936110384
tcsA,1.11642693,0.15888883,0.883411871,0.936486856
uppS,1.027751667,0.039491712,0.883355983,0.936486856
clcB,0.967342956,-0.04790063,0.884153677,0.936880984
pac,1.031201594,0.044326399,0.883979291,0.936880984
mshC,0.965111407,-0.051232607,0.884872408,0.937446417
yajI,0.979071118,-0.030514437,0.88530993,0.937713759
dtpT,0.950244034,-0.073630032,0.886064534,0.938316771
gcvP,0.831779904,-0.265726265,0.88634104,0.938413345
bceB,0.976712356,-0.033994348,0.887116981,0.939038543
lytA,0.939749659,-0.089651608,0.887547494,0.939297912
XK27_08845,0.748081088,-0.418733436,0.888360158,0.939961522
EFR3,1.013801966,0.019775866,0.889148279,0.940206073
crl,0.97739677,-0.032983758,0.888991204,0.940206073
topA,0.960751051,-0.057765445,0.88900151,0.940206073
ftsY,1.261626181,0.335284504,0.889980341,0.94069306
hrpA,1.030198735,0.042922673,0.889837588,0.94069306
XK27_03010,0.602249567,-0.731566643,0.890572801,0.941122843
ispF,1.176397194,0.234375248,0.890813489,0.941180787
XK27_06935,1.020690279,0.029545157,0.891265149,0.941461559
lysX,1.010018864,0.014382238,0.892594619,0.942472717
map,0.946083012,-0.079961319,0.892453854,0.942472717
hisD,1.314384655,0.394387543,0.893057128,0.942687803
rph,1.034028681,0.048276202,0.893170632,0.942687803
tetM,0.789341007,-0.341279395,0.893744795,0.943097237
der,-4.433894375,NA,0.894287012,0.943472798
ytqA,1.029843957,0.042425756,0.894721775,0.943734861
ycxD,0.984918435,-0.02192384,0.894998953,0.943830633
lipA,1.060685624,0.084997121,0.895393565,0.94405018
ask,1.013254366,0.018996392,0.896361653,0.944874149
znuA,0.937289505,-0.093433366,0.897038664,0.945391008
coaA,0.93980667,-0.089564088,0.897351463,0.945523888
dnaG,1.220555559,0.287537967,0.898337758,0.946169386
panE,0.957046112,-0.063339657,0.898227967,0.946169386
ctpF,1.027978585,0.03981021,0.899178842,0.946235022
efeN,1.014856945,0.021276378,0.899334353,0.946235022
mvk,0.975558358,-0.035699917,0.899249358,0.946235022
tsaD,1.134025548,0.181453142,0.898828076,0.946235022
wecC,0.94628559,-0.079652439,0.899218574,0.946235022
gcl,0.983126804,-0.024550587,0.899814678,0.946543733
eutC,0.965498949,-0.050653406,0.900191576,0.946743539
yigL,1.022386666,0.031940926,0.900380899,0.946746028
rbsC_7,1.010702037,0.015357743,0.900870628,0.947064327
hisN,1.046416076,0.06545661,0.901202727,0.947216814
Z012_10780,1.009153257,0.013145289,0.902295325,0.947971686
thiE,1.211882407,0.277249717,0.902236671,0.947971686
ycjO,0.979930147,-0.029249183,0.902560706,0.948053809
nylA,1.0112346,0.016117732,0.902924708,0.94823947
XK27_11280,0.88834153,-0.170813656,0.903866977,0.948764046
araB,0.988884986,-0.016125359,0.904801413,0.948764046
clcA,1.090923895,0.12555046,0.904247109,0.948764046
gnd,1.02551493,0.036348496,0.904923053,0.948764046
iscS,0.941594174,-0.086822701,0.903940369,0.948764046
pknB,0.963805724,-0.053185726,0.904503356,0.948764046
ybhG,0.964829389,-0.051654243,0.904771463,0.948764046
ydgD,1.030560792,0.043429611,0.904018528,0.948764046
xapR,1.031846862,0.045228874,0.90538221,0.949048957
groS,1.033261138,0.047204915,0.905997718,0.949497608
xdhB,0.974452728,-0.037335895,0.906644718,0.949979071
cox1,0.897586122,-0.155877725,0.907046428,0.950203374
ddpC,0.966770811,-0.048754179,0.907659136,0.950648576
rhtC,1.013829383,0.019814881,0.908044883,0.950855932
VMA13,1.033115643,0.047001753,0.908692516,0.951206451
rnhC,1.104209325,0.14301369,0.908755294,0.951206451
yitT3,1.008242162,0.011842191,0.909272195,0.951550815
argS,1.047654487,0.067162999,0.909515211,0.951608478
endA,-2.757441246,NA,0.910000743,0.951919802
kdpA,0.955367071,-0.065872944,0.91077753,0.952338924
porX,0.989984208,-0.014522583,0.910591695,0.952338924
cbpD,1.154711214,0.207532088,0.911333649,0.952527058
leuE,1.012492198,0.017910791,0.911177741,0.952527058
estS,0.940698235,-0.088196098,0.912580209,0.953633136
cydD,-3.082130561,NA,0.913116366,0.95399655
metH,1.141677801,0.191155558,0.91336711,0.954061685
crcB1,0.908952423,-0.137723312,0.913701911,0.954214576
hisC,0.968794076,-0.045738051,0.914291455,0.954597832
htpX,1.041186875,0.058229031,0.914599373,0.954597832
proY,1.019620883,0.028032827,0.914634416,0.954597832
ahpF,0.845379911,-0.242328266,0.915394807,0.955194581
dltB,1.077686648,0.107937756,0.915994791,0.955231314
nudH,0.984886404,-0.021970759,0.915936871,0.955231314
zapE,1.0810738,0.112465013,0.915995904,0.955231314
rplV,1.036545081,0.051782864,0.916548999,0.955611309
oppC,1.012608465,0.018076449,0.917063862,0.955754558
sglT,1.00712589,0.010244031,0.916884848,0.955754558
GEM1,0.992966444,-0.01018313,0.917991822,0.956328036
rgfB,1.067385803,0.094081728,0.917847562,0.956328036
cobD,1.034810188,0.049366164,0.919513481,0.957322424
nagK,0.985328562,-0.021323217,0.919232089,0.957322424
vanT,0.991666867,-0.01207254,0.919499079,0.957322424
dpp,1.168375006,0.224503402,0.920250463,0.957892774
accA,0.938246178,-0.091961587,0.92048483,0.957937537
amt,1.031362691,0.044551763,0.920671799,0.957937537
phoA,1.020101397,0.028712561,0.92178016,0.95889374
avtA,0.89547609,-0.159273183,0.922083419,0.959012206
galU,0.910103847,-0.135896922,0.922666233,0.959421315
